total.pckts,tcp.pct,udp.pct,other.pct,ip.src.unique,ip.dest.unique,eth.src.unique,eth.dest.unique,pkt.length.mean,pkt.length.std,pkt.length.var,pkt.length.min,pkt.length.max,pkt.length.pquartil,pkt.length.med,pkt.length.tquartil,pkt.delta.mean,pkt.delta.std,pkt.delta.var,pkt.delta.min,pkt.delta.max,pkt.delta.pquartil,pkt.delta.med,pkt.delta.tquartil,ttl.mean,ttl.std,ttl.var,ttl.min,ttl.max,ttl.pquartil,ttl.med,ttl.tquartil,tcp.flag.res.count,tcp.flag.cwr.count,tcp.flag.urg.count,tcp.flag.ack.count,tcp.flag.push.count,tcp.flag.reset.count,tcp.flag.syn.count,tcp.flag.fyn.count,dest.port.entropy,src.port.entropy,tcp.seq.entropy,label
3065,88.58075040783035,11.288743882544862,0.13050570962479607,185,181,5,7,702.383686786297,655.2095545000888,429299.5603082048,60.0,1514.0,66.0,413.0,1454.0,0.00032427145187601957,0.0007167643475684198,5.137511299451826e-07,0.0,0.010656,9e-06,9.5e-05,0.000282,88.55709168026102,35.834047057466485,1284.0789285167223,40.0,255.128,56.0,63.0,127.0,0,0,0,2683,476,0,55,35,0.6684376847418184,0.635563989486189,0.6958113703788567,0
2469,88.78088294856217,11.178614823815309,0.04050222762251924,160,166,2,2,651.6298096395302,617.2022598113294,380938.62951621175,60.0,1514.0,66.0,450.0,1454.0,0.0004041753746456055,0.0008019203847702338,6.430763035100398e-07,0.0,0.009465,1.3e-05,0.000127,0.000352,84.64990684487647,34.3129928640201,1177.3814792862943,36.0,239.0,54.0,63.0,121.0,0,0,0,2182,493,1,17,26,0.7037984614414784,0.6879639733679369,0.7221170331931002,0
3049,89.996720236143,9.872089209576911,0.13119055428009183,161,172,4,4,688.5588717612331,636.5299757284226,405170.41000082635,60.0,1514.0,66.0,590.0,1454.0,0.000325980321416858,0.0007221810239622449,5.215454313711566e-07,0.0,0.012965,9e-06,9.7e-05,0.000295,90.78022925549361,35.68870760964458,1273.6838508467029,29.0,245.0,62.0,105.0,127.0,0,0,0,2717,400,11,28,17,0.6634409593338163,0.649862028921108,0.6911821878473331,0
2787,88.26695371367062,11.661284535342663,0.07176175098672408,160,162,5,7,730.0929314675278,642.9652923511906,413404.36716825195,60.0,1514.0,66.0,590.0,1454.0,0.0003579393613204162,0.0007883025187085072,6.214208610021763e-07,0.0,0.008999,8e-06,8.6e-05,0.000281,80.30059131682813,36.33774772753657,1320.4319099100896,34.0,255.128,52.0,63.0,118.0,0,0,0,2444,615,5,22,14,0.6756617496770276,0.6530074965418525,0.721291846087835,0
11626,97.37656975744022,2.5890246000344055,0.03440564252537416,165,165,4,4,913.2539996559436,689.0983099449219,474856.4807689476,60.0,1514.0,60.0,1454.0,1514.0,8.593351109581971e-05,0.0003368711519872412,1.1348217304121093e-07,0.0,0.008619,4e-06,5e-06,4e-05,84.32915430930673,31.92870626165668,1019.4422835431544,40.0,255.128,63.0,63.0,126.0,0,0,0,11306,601,3,29,15,0.3563202545776046,0.34240426908682764,0.7289603549539451,0
5659,95.05212935147553,4.80650291570949,0.141367732814985,151,157,6,7,849.5682982859163,674.8855287448985,455470.4769092811,60.0,1514.0,66.0,1416.0,1514.0,0.00017645608764799435,0.0005852133870212197,3.4247470834884777e-07,0.0,0.009106,4e-06,8e-06,0.000113,79.31352147022442,32.31175833248031,1044.0497265366105,34.0,255.128,62.0,63.0,119.0,0,0,0,5366,779,4,23,13,0.5791609793175424,0.5429317799229536,0.701990878076434,0
2374,89.46925021061499,10.320134793597305,0.21061499578770007,156,154,6,4,684.7283066554338,637.5401446612564,406457.43605469563,60.0,1514.0,66.0,590.0,1454.0,0.0004201899747262005,0.0008988230716711213,8.078829141683096e-07,0.0,0.010373,8e-06,9.35e-05,0.000347,81.4508192923336,34.811411315347726,1211.8343577663195,30.0,255.128,52.0,63.0,118.0,0,0,0,2101,390,4,36,29,0.6957393441065938,0.6907896170498389,0.6724025087237799,0
2596,89.98459167950693,9.745762711864407,0.2696456086286595,154,155,6,6,703.212249614792,652.8143471833511,426166.57188842475,60.0,1514.0,65.0,590.0,1454.0,0.0003839718798151002,0.0009085664842165958,8.254930562417057e-07,0.0,0.01242,8e-06,8.8e-05,0.000305,90.44490716486902,36.170772790674725,1308.3248042746152,30.0,255.128,62.0,64.0,127.0,0,0,0,2321,320,4,23,26,0.6450873616661095,0.6282454702548074,0.7000225360114999,0
3094,77.92501616031028,21.91338073691015,0.16160310277957335,176,174,6,6,586.8435681965094,621.757007489089,386581.77636178705,60.0,1514.0,66.0,144.0,1454.0,0.00032307627666451193,0.0007514493726892507,5.646761597150685e-07,0.0,0.011766,8e-06,0.0001,0.00028974999999999997,79.93854266321914,33.91061378919008,1149.9297275596082,40.0,255.128,55.0,63.0,118.0,0,0,0,2384,513,6,46,17,0.6663467458935826,0.6600874783614173,0.6452483233893007,0
3360,85.41666666666666,14.374999999999998,0.20833333333333334,173,184,5,7,688.4247023809523,650.1675788627558,422717.88060425787,60.0,1514.0,66.0,491.0,1454.0,0.0002974976190476191,0.0006189468698851965,3.8309522774068243e-07,0.0,0.009073,8e-06,9e-05,0.000288,85.10342142857142,35.1580844608719,1236.090902957802,30.0,255.128,62.0,63.0,127.0,0,0,0,2857,313,2,24,12,0.6375409966260844,0.6291486748464977,0.6662779187265175,0
1905,89.13385826771653,10.708661417322835,0.15748031496062992,172,176,5,4,627.1343832020997,618.1045885219089,382053.2823518383,60.0,1514.0,66.0,338.0,1454.0,0.0005216656167979002,0.0010251912780118169,1.0510171565115022e-06,0.0,0.010957,1.5e-05,0.000156,0.000516,93.0116031496063,36.82374492504275,1355.9881903046119,2.0,244.0,55.0,114.0,127.0,0,0,0,1681,378,8,23,21,0.6980834716009743,0.6877258331453363,0.6868299585128717,0
2267,93.16277018085576,6.528451698279665,0.30877812086457873,151,149,4,5,713.2337891486546,671.677829644992,451151.10683660686,60.0,1514.0,66.0,391.0,1454.0,0.00044028407587119544,0.001100041751405178,1.2100918548345716e-06,0.0,0.021241,8e-06,0.000105,0.000323,88.67285134539038,34.717273600512264,1205.2890862528259,30.0,255.128,62.0,63.0,127.0,0,0,0,2094,303,6,27,9,0.6542956757389649,0.6478083999056846,0.6984134236258508,0
2618,94.04125286478228,5.88235294117647,0.07639419404125286,153,157,3,6,714.4243697478992,655.9620579320064,430286.2214463929,60.0,1514.0,66.0,590.0,1454.0,0.00037999045072574484,0.0008259440311030852,6.82183542514814e-07,0.0,0.010293,8e-06,0.0001,0.000311,91.6257601222307,36.814166249682856,1355.2828366592883,1.0,253.0,62.0,111.0,127.0,0,0,0,2448,326,4,18,15,0.6294243725407711,0.6267448226640234,0.6871219907850318,0
1845,92.52032520325203,7.208672086720867,0.27100271002710025,151,153,6,5,655.5046070460704,626.4250362463551,392408.3260362474,60.0,1514.0,66.0,590.0,1454.0,0.0005392482384823848,0.0010616745619244693,1.1271528754375137e-06,0.0,0.010489,1.5e-05,0.00017,0.000452,92.82344010840109,38.46682758032826,1479.6968240947026,30.0,255.128,55.0,111.0,127.0,0,0,0,1694,243,3,15,14,0.673701435202072,0.6658501144695039,0.6894492502630397,0
2823,90.29401346085724,9.493446687920652,0.21253985122210414,160,165,7,5,715.608572440666,659.2825719940832,434653.5097351336,60.0,1514.0,66.0,539.0,1454.0,0.00035352072263549416,0.0008805619131944779,7.753892829687192e-07,0.0,0.014178,8e-06,7.8e-05,0.0002645,85.54000283386469,35.68551541946185,1273.4560107526497,39.0,255.128,58.5,63.0,127.0,0,0,0,2536,501,9,14,14,0.6495077910212232,0.6396968007201126,0.7145763495381842,0
2149,91.94974406700791,7.81758957654723,0.23266635644485809,154,165,7,7,659.7091670544439,616.5278153719306,380106.5471272854,60.0,1514.0,66.0,590.0,1454.0,0.0004647412750116333,0.0009285281218506314,8.62164473067461e-07,0.0,0.013668,1.5e-05,0.000171,0.000433,92.89425221033038,35.47046560002218,1258.1539298823568,30.0,255.128,62.0,114.0,127.0,0,0,0,1972,276,0,9,19,0.6578218400505597,0.6541746532576856,0.702058450810006,0
3046,94.51739986868024,5.219960604070913,0.2626395272488509,168,179,10,7,699.8775443204203,648.8641092635055,421024.63229032233,60.0,1514.0,66.0,590.0,1454.0,0.0003281349310571241,0.0007514151949836568,5.646247952523269e-07,0.0,0.010992,7e-06,7.75e-05,0.00027375,89.87137787261983,35.21108764174951,1239.820692914965,30.0,255.128,62.0,64.0,127.0,0,0,0,2871,480,9,14,11,0.6472164200706958,0.6305541726613684,0.712244644573171,0
2102,89.39105613701237,10.371075166508087,0.23786869647954328,177,184,7,6,667.1598477640342,643.3717510418257,413927.21003862505,60.0,1514.0,66.0,386.0,1454.0,0.00047513939105613704,0.0009574662009780977,9.16741526015431e-07,0.0,0.008652,1.4e-05,0.00012,0.000412,91.71202378686965,38.88494381410848,1512.0388554263736,30.0,255.128,57.5,111.0,127.0,0,0,0,1863,323,9,20,12,0.6896002357192655,0.6784581759610098,0.704715062739965,1
3232,94.02846534653465,5.878712871287128,0.09282178217821782,135,141,6,7,747.3694306930693,659.226734136937,434579.88700085186,60.0,1514.0,66.0,590.0,1454.0,0.0003089662747524752,0.0008064325334004278,6.503334309266321e-07,0.0,0.017552,7e-06,5.1e-05,0.000237,83.6223292079208,37.93674989929435,1439.19699292161,42.0,255.128,52.0,63.0,121.0,0,0,0,3034,612,2,12,11,0.650910540350963,0.6295576000606369,0.7087188720414617,0
3841,93.98594116115595,5.909919291851081,0.1041395469929706,182,193,8,7,732.9973965113252,662.3588418749212,438719.2354098868,60.0,1514.0,66.0,590.0,1454.0,0.00026017807862535803,0.0006057287347076893,3.6690730005057824e-07,0.0,0.006773,7e-06,5.2e-05,0.00023,82.9463618849258,35.11624360029197,1233.150564595047,30.0,255.128,52.0,63.0,126.0,0,0,0,3596,701,11,26,29,0.6560929253482556,0.6285353815920534,0.7212640691680902,1
3333,93.84938493849386,6.120612061206121,0.030003000300030006,170,167,6,6,769.6396639663966,664.6028528766243,441696.9520517479,60.0,1514.0,66.0,590.0,1454.0,0.0002998166816681668,0.000762558959402075,5.814961665643755e-07,0.0,0.010583,7e-06,6.7e-05,0.000226,84.14390039003901,34.17662234151217,1168.0415146743487,42.0,239.0,62.0,63.0,127.0,0,0,0,3098,987,10,42,32,0.6836870577586943,0.6493375210477355,0.7627694387545754,1
3095,94.8626817447496,5.1373182552504035,0.0,145,149,6,6,800.5337641357028,673.1932256132125,453189.1190115216,60.0,1514.0,66.0,590.0,1466.0,0.00032181357027463654,0.0008083755582187153,6.534710431254197e-07,0.0,0.007865,7e-06,5.3e-05,0.000242,84.7172859450727,35.47727781975815,1258.6372415003034,36.0,243.0,62.0,63.0,127.0,0,0,0,2927,423,0,16,13,0.642858029971812,0.6110207105905243,0.7348393663687597,0
2428,93.73970345963755,6.136738056013179,0.12355848434925865,148,151,6,6,709.3397858319605,656.4014533932454,430862.868016765,60.0,1514.0,66.0,590.0,1454.0,0.00041120428336079075,0.0009513197392365001,9.050092462610026e-07,0.0,0.010664,8e-06,8.7e-05,0.000291,85.19743327841846,37.90583774053517,1436.8525348117805,42.0,255.128,52.0,64.0,126.0,0,0,0,2267,385,1,18,8,0.6733501783355755,0.665665306387677,0.7090639547825,1
3057,93.4903500163559,6.378802747791953,0.13084723585214264,152,152,6,5,777.6568531239777,673.7405700315628,453926.3557064552,60.0,1514.0,66.0,590.0,1454.0,0.0003263536146548904,0.0009021526094516192,8.138793307403658e-07,0.0,0.01279,7e-06,5.7e-05,0.000233,81.64894504416094,36.004816962196486,1296.346844481272,30.0,244.0,54.0,63.0,119.0,0,0,0,2841,320,2,31,13,0.6394416322060977,0.6163854779272643,0.7082757198891523,0
3018,90.02650762094102,9.807819748177602,0.16567263088137837,157,161,10,7,733.449635520212,678.1708413357097,459915.69003798434,60.0,1514.0,66.0,490.0,1506.0,0.0003311332007952287,0.000794230416446915,6.3080195440944e-07,0.0,0.013519,7e-06,6e-05,0.000267,79.61726308813783,32.3111684862526,1044.011608947003,42.0,255.64,63.0,63.0,118.0,0,0,0,2706,355,4,23,19,0.6465545134892098,0.6506409669296465,0.7036697188102199,0
2733,92.24295645810466,7.683863885839736,0.07317965605561653,180,180,6,5,687.8115623856568,656.6737698081979,431220.4399541101,60.0,1514.0,66.0,399.0,1454.0,0.0003652352725942188,0.0007479435407575577,5.594195401609524e-07,0.0,0.013,8e-06,0.000106,0.000326,88.99661470911086,34.37230822929977,1181.4555730099885,38.0,255.128,62.0,64.0,127.0,0,0,0,2508,408,3,20,20,0.6814306511188352,0.6675580613024661,0.698373629446394,0
3027,93.49190617773372,6.210769739015527,0.29732408325074333,158,155,7,6,732.9616782292699,664.6443511640351,441752.1135342613,60.0,1514.0,66.0,590.0,1454.0,0.0003302520647505781,0.000782386868744742,6.121292123842021e-07,0.0,0.015092,7e-06,7.7e-05,0.0002665,87.63497423191278,35.83001791442727,1283.7901837481793,37.0,255.64,62.0,63.0,127.0,0,0,0,2812,539,11,20,13,0.6709522326192594,0.6509503040614845,0.718729828580581,0
2023,90.21255561047948,9.589718240237271,0.1977261492832427,155,169,5,6,622.8823529411765,626.6124300455873,392643.137487636,60.0,1514.0,66.0,247.0,1454.0,0.0004938180919426594,0.000954360328972364,9.108036375162389e-07,0.0,0.012892,1.5e-05,0.000181,0.000458,92.40455758774097,37.19418281725841,1383.4072354436405,37.0,255.128,62.0,111.0,127.0,0,0,0,1816,356,3,16,4,0.7027639884974654,0.7077435613456026,0.6990478163531281,0
3028,91.90885072655219,7.926023778071334,0.16512549537648613,172,178,5,5,714.3246367239102,653.8329937433061,427497.5837073342,60.0,1514.0,66.0,590.0,1454.0,0.0003296595112285337,0.0007532333720065468,5.67360512704353e-07,0.0,0.007583,7e-06,6.6e-05,0.000266,88.28503434610303,35.45341091497294,1256.9443455059227,39.0,255.128,62.0,63.3675,127.0,0,0,0,2773,493,3,15,13,0.6559811561368262,0.6316189332850719,0.7134319078414518,0
2207,90.66606252831897,9.016764839148166,0.31717263253285005,171,171,4,6,681.0752152242864,645.0537073489185,416094.2853645842,60.0,1514.0,66.0,590.0,1454.0,0.0004525482555505211,0.00098407851761704,9.684105288353509e-07,0.0,0.011601,1.4e-05,0.000137,0.00034250000000000003,88.64911101042138,36.340612143378735,1320.6400909554861,39.0,255.128,54.0,103.0,127.0,0,0,0,1992,305,3,19,9,0.6822408199087538,0.6744486227896224,0.70794767827009,0
2659,93.60661902971042,6.280556600225649,0.11282437006393381,173,173,5,4,735.7991726212862,663.503706154366,440237.16808057926,60.0,1514.0,66.0,590.0,1454.0,0.0003717010154193305,0.0008337602208274169,6.95156105834183e-07,0.0,0.011804,8e-06,8.5e-05,0.0003035,90.60854757427605,35.15860841767053,1236.1277458670927,42.0,255.128,63.0,103.0,127.0,0,0,0,2482,413,0,19,8,0.6646262547734605,0.6399855384237373,0.698760236660805,0
2241,91.03078982597054,8.701472556894243,0.2677376171352075,179,176,7,6,681.7608210620259,635.8701510669431,404330.849017897,60.0,1514.0,66.0,590.0,1454.0,0.00044488888888888887,0.0008663514595636665,7.505648514880953e-07,0.0,0.008826,1.5e-05,0.000126,0.000396,91.53313163766175,37.599075708304646,1413.6904941188245,40.0,255.128,56.0,108.0,127.0,0,0,0,2033,296,2,14,13,0.6883278231056662,0.6617962679646775,0.6949813395867486,0
2447,91.62239476910503,7.8463424601552925,0.5312627707396812,159,162,8,7,725.0870453616674,657.3250291701695,432076.1939735642,60.0,1514.0,66.0,590.0,1454.0,0.00040865222721700044,0.0009642748204173054,9.298259292908266e-07,0.0,0.012999,8e-06,8.8e-05,0.0003155,90.21314548426643,36.4916900283165,1331.643441122734,29.0,255.128,63.0,64.0,127.0,0,0,0,2236,291,1,12,10,0.6413068646133422,0.6246703530162667,0.7130160238733461,0
2422,91.57720891824937,8.175061932287365,0.2477291494632535,173,173,5,4,752.1952931461602,660.4208415783485,436155.68799105403,60.0,1514.0,66.0,590.0,1466.0,0.00041165978530140375,0.0008925843657172109,7.967068499227958e-07,0.0,0.009434,8e-06,9.55e-05,0.00032475,92.14688191577208,35.63990423658093,1270.2027739926593,34.0,255.128,63.0,108.0,127.0,0,0,0,2213,253,0,9,3,0.6417861956030454,0.6147424642125751,0.6938562782828712,0
2313,90.79118028534371,8.906182447038479,0.3026372676178124,169,178,6,5,695.3065283182015,633.4354399662893,401240.4566052865,60.0,1514.0,66.0,590.0,1454.0,0.00042982879377431905,0.0009400283383516287,8.836532769041241e-07,0.0,0.009622,8e-06,9.4e-05,0.000338,85.57927280587981,35.26020999637213,1243.282408988261,37.0,255.128,52.0,63.0,121.0,0,0,0,2093,498,1,12,12,0.685466802753422,0.6730793097863872,0.7005949816893785,0
2707,89.54562246028814,10.306612486147026,0.1477650535648319,185,184,8,8,681.9442186922793,652.1626665168042,425316.1435983084,60.0,1514.0,62.0,507.0,1454.0,0.00036822053934244554,0.0007907108441620064,6.252236390753927e-07,0.0,0.008632,8e-06,8.9e-05,0.0003075,92.31047137052087,35.757535520593116,1278.6013465064786,37.0,255.128,63.0,108.0,127.0,0,0,0,2416,402,5,18,15,0.6599470635670602,0.6374135059894994,0.7144615227575465,0
2095,89.26014319809069,10.501193317422434,0.23866348448687352,182,180,6,5,671.4023866348449,637.5177911213235,406428.9339962115,60.0,1514.0,66.0,453.0,1454.0,0.00047674606205250593,0.0009686734104807477,9.383281761724031e-07,0.0,0.010576,8e-06,0.000123,0.00042500000000000003,88.92796658711217,37.26668690463342,1388.8059528479757,36.0,255.128,54.0,64.0,126.0,0,0,0,1862,410,4,15,14,0.7047870977746546,0.6916910430104523,0.6852957794651164,0
2886,94.38669438669439,5.544005544005544,0.0693000693000693,146,154,6,7,716.2120582120582,645.4505317873181,416606.38898453175,60.0,1514.0,66.0,590.0,1454.0,0.00034608766458766455,0.0008229039931326392,6.771709819136428e-07,0.0,0.010343,7e-06,7.6e-05,0.00028675,90.04825225225225,35.60741453638772,1267.8879699661559,2.0,255.128,62.0,64.0,127.0,0,0,0,2716,448,13,7,10,0.658947467369368,0.639016211787745,0.7168096224881603,0
2234,89.79409131602507,9.982094897045659,0.22381378692927484,175,184,6,7,677.1092211280214,632.0553777989614,399494.0006045879,60.0,1514.0,66.0,590.0,1454.0,0.0004465129811996419,0.000955627784814524,9.132244631095142e-07,0.0,0.010168,9e-06,0.00012350000000000002,0.00036475,88.71065532676812,36.141571448139565,1306.213186740977,36.0,255.128,59.0,103.5,127.0,0,0,0,1993,286,9,20,21,0.6779384896381008,0.6708355562572738,0.7025664846677326,0
2978,94.29147078576226,5.641370047011417,0.0671591672263264,156,161,3,4,761.365010073875,663.4849621554349,440212.2950063989,60.0,1514.0,66.0,590.0,1454.0,0.0003353485560779046,0.0008445342325422762,7.132380699357714e-07,0.0,0.011172,7e-06,6.5e-05,0.000236,84.13465077233042,35.44390481982751,1256.2703888769915,2.0,243.0,62.0,63.0,121.0,0,0,0,2796,287,3,18,8,0.6179027729194468,0.5935357532634361,0.684810017045792,0
2711,92.80708225746956,7.15603098487643,0.03688675765400221,158,153,5,5,733.1036517890077,653.7052948382586,427330.6124995746,60.0,1514.0,66.0,590.0,1454.0,0.0003684964957580229,0.00087688333021173,7.68924374803214e-07,0.0,0.01294,8e-06,8.3e-05,0.000294,88.70089561047584,35.610909731224346,1268.1368918854089,39.0,255.128,62.0,64.0,127.0,0,0,0,2507,303,2,17,1,0.6382185031494135,0.6175850501779186,0.6979234430214716,1
3294,62.93260473588342,20.79538554948391,16.272009714632667,183,190,4,6,727.7972070431086,667.1398284648072,445075.5507240525,60.0,1514.0,60.25,590.0,1454.0,0.0003034845173041894,0.0006656410828915493,4.430780512330344e-07,0.0,0.012595,1.1e-05,9.2e-05,0.000287,100.97683970856103,35.87775433664885,1287.2132562409251,39.0,252.0,62.0,127.0,127.0,0,0,0,2061,330,1,19,8,0.6332983379480409,0.6523116896907163,0.5495635351170575,1
5124,56.40124902419984,24.063231850117095,19.53551912568306,208,209,6,9,741.8093286494926,686.5522024907456,471353.92674489366,60.0,1514.0,60.0,590.0,1514.0,0.00019513856362217018,0.00040349326811675964,1.6280681741554328e-07,0.0,0.004696,8e-06,7.3e-05,0.000199,102.57374629195941,35.06095929551112,1229.2708667214874,36.0,255.128,63.0,127.0,127.0,0,0,0,2872,420,7,32,9,0.572617981166771,0.5923387668777348,0.48604801159534927,1
4312,48.42300556586271,28.385899814471244,23.191094619666046,177,168,4,3,727.5832560296845,683.1283597243502,466664.3558596811,60.0,1514.0,60.0,564.0,1514.0,0.00023162824675324677,0.0004303177538823142,1.8517336930631996e-07,0.0,0.004824,1e-05,8.8e-05,0.000242,105.33154452690167,33.53670500554521,1124.710582628961,39.0,245.0,63.0,127.0,127.0,0,0,0,2068,304,12,30,22,0.5505319967073767,0.5824390025547211,0.43711689772600176,1
4825,53.637305699481864,25.59585492227979,20.76683937823834,190,175,8,10,755.6893264248705,692.5392855001749,479610.6619610927,60.0,1514.0,60.0,590.0,1514.0,0.00020700953367875648,0.00041594672567406277,1.7301167859897404e-07,0.0,0.004835,7e-06,7.1e-05,0.000208,104.97191626943005,33.47439875976833,1120.5353723279793,38.0,255.128,63.0,127.0,127.0,0,0,0,2567,351,10,22,13,0.5583655253473958,0.5808142708635852,0.47123999493611585,1
3947,42.86800101342792,31.846972384089185,25.285026602482898,173,169,5,4,731.718267038257,688.7060843580267,474316.0706317654,60.0,1514.0,60.0,386.0,1514.0,0.000253100329364074,0.0004528219873442491,2.050477522223953e-07,0.0,0.004966,1.1e-05,9.1e-05,0.000276,108.21991385862681,32.11857590377958,1031.6029180868504,41.0,244.0,102.0,127.0,127.0,0,0,0,1676,298,6,27,15,0.5439504984798169,0.5797210288764519,0.41054309635062725,1
4838,52.56304257957834,26.725919801570896,20.711037618850764,192,186,5,5,766.8642000826788,692.2072768740753,479150.91415742284,60.0,1514.0,60.0,590.0,1514.0,0.00020644067796610167,0.0004064869096368729,1.6523160770613527e-07,0.0,0.004743,9e-06,7.5e-05,0.000217,103.86580157089706,33.12596506272198,1097.3295613366774,41.0,255.128,63.0,127.0,127.0,0,0,0,2531,422,7,18,12,0.5754015238183566,0.5962778279735271,0.4799303186817274,1
4614,48.54789770264413,29.73558734286953,21.716514954486346,208,206,6,6,755.3968357173819,685.7615453752858,470268.89711550006,60.0,1514.0,60.0,590.0,1514.0,0.00021659341135674034,0.0004042110312986006,1.6338655782347827e-07,0.0,0.005402,9e-06,8.35e-05,0.000234,104.69890073688774,33.2216885405265,1103.6805894837498,40.0,243.0,63.0,127.0,127.0,0,0,0,2212,330,22,17,28,0.5614524118577229,0.5849842365853426,0.44436164479116896,1
4281,45.33987386124737,31.277738846064,23.382387292688627,186,173,6,8,756.045316514833,689.2573209534954,475075.6544879897,60.0,1514.0,60.0,590.0,1514.0,0.0002334872693295959,0.0004323782345895439,1.8695093774677066e-07,0.0,0.00494,9e-06,8.4e-05,0.000244,105.3679906563887,32.599743794072445,1062.743295439165,39.0,255.128,63.0,127.0,127.0,0,0,0,1927,254,7,19,14,0.5540573371540081,0.5836640991177572,0.414836268076728,1
5120,53.73046875000001,26.7578125,19.51171875,189,183,4,4,779.8701171875,685.3484798989281,469702.5388997714,60.0,1514.0,60.0,590.0,1514.0,0.00019521347656249998,0.0003746450290170215,1.4035889776716488e-07,0.0,0.004528,8e-06,7.2e-05,0.000209,101.351509375,33.673469287469935,1133.9025338541808,42.0,246.0,63.0,127.0,127.0,0,0,0,2727,440,16,23,20,0.5740844147145405,0.5821415582195991,0.48460092093407553,1
4140,41.207729468599034,34.58937198067633,24.20289855072464,180,170,5,7,781.8910628019323,689.5071060226251,475420.0492556955,60.0,1514.0,60.0,1083.0,1514.0,0.00024123719806763287,0.00042500638514638377,1.8063042741519632e-07,0.0,0.004377,1e-05,9.3e-05,0.000265,105.2549077294686,33.712921009577435,1136.5610429980075,37.0,255.128,63.0,127.0,127.0,0,0,0,1695,289,2,19,15,0.5590912345567868,0.5894697402807307,0.38984323225901185,1
4807,48.4293738298315,30.85084252132307,20.719783648845432,166,163,5,7,790.7075098814229,688.7348072961703,474355.6347812929,60.0,1514.0,60.0,1083.0,1514.0,0.00020767796962762637,0.0003768266410633711,1.419983174151027e-07,0.0,0.004087,8e-06,7.5e-05,0.000223,101.29373829831496,34.737578850864864,1206.699384420054,37.0,253.0,63.0,127.0,127.0,0,0,0,2315,320,7,20,11,0.5718637908000009,0.5927940776560371,0.4366468832033285,1
4413,41.40040788579198,35.803308406979376,22.796283707228643,216,214,8,8,744.205982324949,679.3448896502057,461509.4790938501,60.0,1514.0,60.0,590.0,1514.0,0.0002265930206208928,0.0003694507013540088,1.3649382073096899e-07,0.0,0.003448,1e-05,9.3e-05,0.000262,102.4837310219805,33.73425709319213,1138.0001016295835,37.0,255.128,63.0,127.0,127.0,0,0,0,1808,359,7,30,8,0.5703206278195528,0.599664511834313,0.39777450000514647,1
5120,50.80078125000001,29.628906249999996,19.5703125,168,155,5,7,780.359765625,684.3624172972756,468351.9182089703,60.0,1514.0,60.0,1083.0,1514.0,0.00019513300781250003,0.0003561446278971671,1.2683899598001164e-07,0.0,0.003265,7e-06,7.2e-05,0.000223,99.76449609375,34.349613632358476,1179.8959566923072,39.0,253.0,63.0,127.0,127.0,0,0,0,2577,397,4,42,15,0.5840334679689374,0.600374894728187,0.4580714404754672,1
4552,45.650263620386646,32.22759226713532,22.122144112478033,169,159,8,7,777.4929701230228,684.1451868819181,468054.63673369464,60.0,1514.0,61.0,1083.0,1514.0,0.000219603690685413,0.00038603667329768,1.4902431313073972e-07,0.0,0.004852,1e-05,8.7e-05,0.000236,100.6052207820738,35.16145499103528,1236.3279170865994,40.0,255.128,63.0,127.0,127.0,0,0,0,2062,338,6,25,35,0.5915019901767643,0.6044339543133369,0.4383820743930151,1
4827,48.18727988398591,31.07520198881293,20.73751812720116,193,186,8,8,773.7321317588564,686.5639236585693,471370.0212694497,60.0,1514.0,60.0,1066.0,1514.0,0.00020710089082245703,0.00036902587346865205,1.3618009528930158e-07,0.0,0.003546,8e-06,7.7e-05,0.000228,103.66876486430496,33.10333088850464,1095.8305159138251,40.0,255.128,63.0,127.0,127.0,0,1,0,2315,390,6,16,14,0.5818317978635489,0.5965974885031258,0.44626111161465487,1
5761,56.18816177746919,26.419024474917553,17.39281374761326,189,177,6,7,853.1222010067696,690.4095983809493,476665.41353654367,60.0,1514.0,62.0,1322.0,1514.0,0.00017347422322513452,0.00033807993857216137,1.1429804486495641e-07,0.0,0.004163,8e-06,7.1e-05,0.000178,94.56610275993751,34.56329218642863,1194.6211667644384,38.0,255.128,62.0,116.0,127.0,0,0,0,3223,327,3,27,24,0.6005236737057674,0.5639996903941162,0.533434221549254,1
4360,40.75688073394495,36.19266055045872,23.05045871559633,197,190,5,5,737.2211009174312,675.2819853771334,456005.7597748831,60.0,1514.0,60.0,590.0,1514.0,0.00022935389908256877,0.0003757232233539686,1.4116794056749614e-07,0.0,0.003924,1e-05,9.15e-05,0.000264,106.3641483944954,31.190023754858345,972.8175818286278,41.0,239.0,63.0,127.0,127.0,0,0,0,1765,307,6,19,13,0.5812763158085854,0.6091520021000095,0.3852123489683903,1
4957,49.40488198507161,30.441799475489205,20.153318539439177,178,170,7,7,783.8248940891668,680.079712724484,462508.41565941676,60.0,1514.0,60.0,721.0,1514.0,0.00020135424652007264,0.0003650460516746383,1.332586198432427e-07,0.0,0.004151,8e-06,7.6e-05,0.000223,103.25617409723623,33.44196421558096,1118.3649705961975,39.0,255.128,63.0,127.0,127.0,0,0,0,2436,284,5,23,14,0.5799996907299528,0.5993054938777901,0.4557237142708277,1
